ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.090563653264048,0.075585326036992,0.081362836989232,0.086625451840768,0.086048197876672,0.083330695979008,0.092589183222208,0.08827001892908799,0.090384728546752,0.079613689258672,0.0925926784108,0.090586956455872,0.090544318021888,0.08877947297156799,0.092330157887152,0.089929252238272,0.089929252238272,0.092638619109808,0.090348065363968,0.092544748086832,0.092389029525808
