l_l_m,l_l_n,u_r_m,u_r_n,n,u
6.0,3.0,7.0,4.0,27.0,27.0
7.0,3.0,8.0,5.0,27.0,27.0
7.0,3.0,8.0,5.0,27.0,27.0
