ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.009882919361968,0.011889026266048,0.007625306164912001,0.011152037241088,0.006475531254208,0.0038433014522079997,0.0123578973808,0.010170292697008,0.014547649383088,0.010112110927792,0.0037801264253920002,0.0080049629068,0.004915584821248,0.006626533686208001,0.004137972482608001,0.004925280365872
