ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.021766787233792,0.041281355548672,0.013948508413888,0.013535597205952,0.013139718655408,0.022030307409327998,0.012253481066752,0.014682704250112002,0.0108860630848,0.0108860630848,0.005236289824768,0.0058835717872,0.0058835717872,0.008251874366127999,0.0048458639212000006,0.003962626793728,0.010262524347952,0.004275959797168
