ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.06786819508868801,0.010166369469999999,0.003844230764992,0.031937689419568,0.005214651353008,0.003757528411072,0.003708014621632,0.005867171689408,0.0114298035568,0.005047327502512
