ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.1875,0.38095238095238093,0.5833333333333333,0.4285714285714286,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
