l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,7.0,4.0,13.0,5.0,5.0
4.0,11.0,7.0,13.0,5.0,5.0
7.0,11.0,9.0,14.0,5.0,5.0
7.0,11.0,9.0,14.0,5.0,5.0
