ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.075513584623408,0.058388929657648,0.077106946278832,0.08089861648480001,0.079070761313728,0.080825871191488,0.077098926496192,0.07297685107,0.075311129807152,0.07896905785139201,0.07383418237355201,0.074402078517808,0.080883778653232,0.076612546184128,0.080882821402288,0.07896905785139201,0.079068384613168
