ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.023071134504112,0.024960535277488,0.037160420521408,0.013543990386352,0.008522839843072,0.004837112763568,0.007727155815472,0.007915390796032,0.005314410690352,0.005314410690352
