ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23
0.0820811213548,0.08765646086852799,0.085843860419248,0.07205771047019201,0.074234560473088,0.083894488395712,0.08762505784619201,0.08382092571692801,0.087725167317808,0.077700157409968,0.067189646952448,0.087633398928832,0.087633398928832,0.087776708267968,0.086857278566848,0.0818888773228,0.087601998505408,0.087755108996032,0.08588968903787199,0.087754127250688,0.085626522292912,0.086378188585408,0.08783071376588801,0.08779438164371199
