ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.015183841204528002,0.005016020836912001,0.008518001574832,0.014074523590912,0.014581823201728,0.014581823201728,0.010417379227648,0.009731664641968,0.004974396358912,0.006722756950192,0.005191135940608,0.005191135940608,0.016792783857088,0.0038067546507999997,0.005707708096768,0.003875832026368,0.012540664338352001
