ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.049017689628927996,0.038357147935168,0.058801461212608,0.0583727933248,0.057995453735872005,0.057215821004799994,0.0571334140528,0.034033429799872006,0.058801461212608
