ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.06948308196275199,0.05925854526596799,0.072650778647488,0.07828004012876799,0.076598420985088,0.078528958193968,0.06943321048119999,0.063569119910848,0.069558137294848,0.069558137294848,0.072650778647488,0.07600727401719999,0.07600727401719999,0.0785161508848,0.07828004012876799
