ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.08131105707179201,0.081441485023408,0.07427747927680001,0.0831095619568,0.08699333476479999,0.084419685251008,0.08237648490539201,0.08554323868000001,0.083317654666672,0.086632296261568,0.079648463511808,0.0697765705612,0.075477955884208,0.075477955884208,0.087338178610432,0.087376902298288,0.08745681758099201,0.086985502381312,0.08741465082880001
