ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.083982596284672,0.08594088960659199,0.07684383911876799,0.086041367922688,0.085476532610608,0.0860330746348,0.08538502075000001,0.080242717594048,0.081990749441968,0.082252334810032,0.065739221960128,0.080285693187328,0.08378366803000001,0.076852322247472,0.084132736050112,0.0840039013888,0.082491543478528,0.084029566576048,0.085887738728368,0.08590870528
