ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.0635365439692,0.043373205725632,0.0705957223408,0.07938610313387201,0.069171210870208,0.075766879891888,0.08143572950123198,0.08325487197995199
