ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.4,0.9722222222222222,0.11111111111111116,0.5,0.5,1.0,1.0,1.0,1.0,0.19999999999999996,0.75,1.0,1.0,1.0
