ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.6388888888888888,0.8333333333333334,0.08333333333333337,0.09090909090909094,0.6666666666666667,1.0,1.0,0.33333333333333337
