ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.056931865457200005,0.0564623119168,0.067788666585088,0.071166850138672,0.070925534757808,0.050496471457792,0.06601822165124799,0.06892592947,0.06892592947,0.069715187901232,0.07141854946436801,0.064518513723952,0.069750000042928,0.0696620632012,0.071428235351488,0.07138073203
