ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.024292722023871997,0.02932333675,0.009674015195391999,0.0037671242656480003,0.006927852801472,0.019245035652352,0.007318365533871999,0.005289933331888,0.005289933331888,0.007101431019952,0.004732776186928,0.014845358540032,0.004725907101232,0.004785869585968,0.00359174428,0.003623582784688
