ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.05631019601228801,0.079951146096688,0.070353131904448,0.0502386272368,0.067629234887728,0.067629234887728,0.079951146096688,0.078067818356992
