ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.083847057540352,0.0806498336752,0.078097177995712,0.081908575977472,0.07956367957139199,0.080939783848192,0.080016017900848,0.077852458113712,0.072766687199488,0.07956558452780799,0.081714535514368,0.083596005938608,0.078334070667712,0.08194461386027199,0.078859319549488,0.07708524626680001,0.081976331217328,0.083694657420592,0.079221012609472,0.08193548380364801,0.07933899177260799,0.083826732571072,0.083847057540352
