ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.025240655831487997,0.060611228930608,0.057468874915888,0.062427260830767994,0.065627984925232,0.060301761390592006,0.064032821216512,0.065702287220992,0.065627984925232,0.065669861508352,0.063873235105072,0.060301761390592006
