ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.065053725687232,0.021005636890047998,0.009954047229999999,0.004977525487552,0.030243344961327995,0.005067368302768,0.006006015498688,0.011367401269552,0.010254345007551999,0.006236422597168,0.006236422597168,0.020066287705647997,0.0050961831532,0.004928095356928,0.003679244896048,0.0038640579568,0.0074170751488000005
