ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.064985017022512,0.040044184570672,0.06525323004716799,0.074402545297408,0.07391569779635199,0.07153157518892801,0.07084407533920001,0.06510403504787199,0.07441561547699199,0.0736065452608,0.074325538353328,0.074340004530112
