l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,17.0,9.0,18.0,18.0,18.0
2.0,16.0,3.0,17.0,18.0,18.0
8.0,2.0,9.0,3.0,18.0,18.0
