ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.084684120707248,0.081854288078128,0.069466151960368,0.09345027541119999,0.09295490934879999,0.09038423306679999,0.093474314683648,0.089619254258992,0.0854482969708,0.08882923737644799,0.08941475277880001,0.093114434833072,0.093114434833072,0.09335714203283199,0.093136445248048,0.091330186417072,0.091330186417072,0.092788976195008,0.093304079392768,0.09348683592644802,0.089124062647552,0.093474314683648,0.093136445248048
