ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.049007678149888,0.023142676242688,0.012667655680000002,0.022801812312112,0.022801812312112,0.004015046416048,0.011054535693568,0.010475048992768,0.0074998758865120006
