l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,0.0,8.0,7.0,0.0,0.0,0.0,7.0
3.0,7.0,8.0,12.0,3.0,3.0,9.0,7.0
3.0,7.0,8.0,12.0,3.0,3.0,10.0,7.0
2.0,7.0,3.0,8.0,11.0,11.0,16.0,0.0
