ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.081394005686272,0.081184526366128,0.082277352682288,0.072967104454912,0.08884993408,0.0863039550832,0.084110936416432,0.08738474572715199,0.087356314349872
