ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.052968190607152,0.026330994824128002,0.008704576756528,0.033576812628928,0.033576812628928,0.021078665801727996,0.008101673469952,0.008101673469952,0.004534677553408001,0.00543813307
