l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,9.0,9.0,10.0,1.0,1.0
9.0,10.0,10.0,19.0,1.0,1.0
7.0,19.0,9.0,20.0,1.0,1.0
3.0,12.0,4.0,17.0,1.0,1.0
4.0,11.0,5.0,17.0,1.0,1.0
5.0,11.0,6.0,18.0,1.0,1.0
6.0,10.0,9.0,19.0,1.0,1.0
