ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.069297374223808,0.066323742511552,0.054623412360448,0.075482643591088,0.076813679150512,0.074379674113072,0.0722839368688,0.07363818795212801,0.071809053859888,0.077291470195648,0.071363669967808,0.0769437692908,0.0769437692908,0.077290998098992,0.077290998098992,0.076967814890752,0.077178191777728,0.077096567784112,0.07728438883652801
