ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29
0.093154455013552,0.087451914141952,0.093240517126192,0.09257570217707199,0.09321249409719999,0.090397611328768,0.08505719198123199,0.08429216875000001,0.086645496694192,0.08699823011680001,0.08925579845252801,0.093161459113648,0.083962261154752,0.09324201843635199,0.078836997487552,0.09321249409719999,0.09111948252740801,0.092980907505088,0.086494951370032,0.0929749077232,0.0932525278252,0.0932525278252,0.09116667862316799,0.092519288340928,0.0926226389068,0.09007621193924799,0.0929749077232,0.09319698251411199,0.093038911811008,0.093187976169472
