ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.059887753114048,0.033095002457392,0.064975139008432,0.061823693805568,0.054082341405952,0.060299121969088,0.0637798590448,0.065062259547568,0.061636873163200004,0.061636873163200004,0.065062259547568,0.065276156994352
