ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.058522426833328,0.042900004981168006,0.06999015641963201,0.07960702075000001,0.079963546823728,0.07833738869828799,0.07763727674003201,0.077804677132288,0.07625776867532799,0.077804677132288,0.080115741749248,0.079718502348592
