ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.081746705738032,0.06647687737604802,0.082395738131632,0.092304717088768,0.09181479726519999,0.089196583728688,0.08943006056243201,0.088454988910528,0.08428198940051201,0.090411981274672,0.09144753228548799,0.088232646219712,0.09193931622519999,0.09193931622519999,0.091964724724672,0.0901687812208,0.0901687812208,0.09216558073067199,0.09220497093836799,0.092286261445552,0.091964724724672,0.091806829890352,0.086689502685232
