ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28
0.031783804692928,0.031251434849728,0.003703992597808,0.004116233269168,0.007370425373632,0.009510334303408,0.008955519139887999,0.009466766328112,0.0079054424908,0.007674298392832001,0.006212380664752,0.003752885553712,0.0096883436032,0.0037030644592,0.018607189778367998,0.003721319279152,0.0050279163520480005,0.0038646776135679997,0.008004320573487999,0.010771683647488,0.008622874244032,0.003696567706672,0.004998179903488,0.004151328669952,0.004087047270832,0.005688499166512,0.005102761481152,0.0037309120000000003,0.0038287432337920004
