ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.05470572112000001,0.028291376750848,0.053338918740928,0.062286536856832005,0.062618731436032,0.06270985846571199,0.06060770484971201,0.05916749064683201,0.06060770484971201,0.0623904067312
